reviews,sentiment
It really enhances your thinking power and makes you think differently...Nice book..Everyone should read this,1.0
It's not only a book but Really an precious gift to yourself .  Your life will change and will be amazing after the first chapter of the book..,5.0
"Good book, contents of this book makes you realise that 1=n i.e if you control your mind then you control n number of things. If you start taking control of your mind you can control each and every action that you are about to perform.",5.0
It leaves you with interesting thoughts.,5.0
Excellent information about life and successful information.,5.0
A must read book.,5.0
We return it,3.0
Very bood book,4.0
Though some of its examples and contents are repeatative ......but its worth reading.... It makes you realise the power of your subconscious mind,5.0
This is really a life changing book..I have read it thoroughly and has felt changes in my life..I am going to read it again and again..and also have purchased another copy  for gifting my best friend.,1.0
Nice one!!Dont need to spend so much on hard copy...this version is perfect.,4.0
I felt the book to be away from any practical use. more of a fantasy. does not explain how things work based only on positive thinking. many unexplained things.,4.0
This book has literally changed my life using the laws of this book anyone can overcome any obstacle in his or her life,1.0
This is the best book I have ever read in my life. It highlights the fact that everything is inside you and summarised as the quote “ you are what you think about yourself most of the time.,4.0
Ease to understand language and practically connected ideas worth adopting in our day to day life...this book explains the complexities of human mind psychology with so comfort and ease that know one but only the master of such field can let others understand,5.0
I am not writing this intentionally. My fingers are reviewing this on their own. I guess it’s my subconscious!,5.0
One of the best books for personality development and self motivation...You must go for it.Paper of the book is really good.Sealed and best quality.Delivery is also superb quality...,5.0
Very good for reading...Paper is very nice so use carefully while use....Avoid giving the Book to play for children because of book paper....,3.0
Must read,5.0
Good book,5.0
"Wow , it was a sheer pleasure reading every page in this book . I would highly recommend everyone ( irrespective of your age) to read this book . Thank you Joseph Murthy!",5.0
good book,1.0
"Good book for beginners set out to conquer the world , has interesting topics at ceratain lessons but lacks logic in some topics and once you have got some experience of life , you will find it an ordinary book , but good book for people who have to start struggle in their life",5.0
Very nice book. It has the power to change your mindset and think positively in life.,4.0
Content is very good.... And so does delivery speed,1.0
The content of the book is worthy but the condition of the book is bad . Don't buy it from this seller,5.0
"One who is a naive about subconscious and regarding aspects.A must have book for them.Really a great book to have.The tricks to have life oriented towards subconscious are good and can be clubbed a ""sadhna"" process to have great results.",5.0
                    The media could not be loaded.                 Amazing book 📚 delivered in good condition .,5.0
"This is a blessing to mankind. If you want to move towards strength and away from weakness, read this book. This is the book.",5.0
"New editionSpecially recommend to students or teenagersUseful , u can relate it with geeta Knowledge's portion.",5.0
Must read book . Easy approach about subconscious mind .while facing some issues  i start read the book and it tells the solution,5.0
Very nice book by Dr Joseph MurphyThis is the right book that most of the mentors and motivation speakers refers. Go for it,1.0
Wonderful and meaningful thoughts to our own self. The concept or wordings are put in same but the message conveyed is to every part of our lives.,1.0
A guide to live a happy life by understanding how mind works. It is a must read book for every individual.,5.0
Good,5.0
I gifted this book to my boyfriend. And he loved it . And Hindi version of it I have gifted to my mother. So it's really very nice book .,4.0
"The book explains with alot of examples, how the subconscious mind works and can be made to serve the goals we choose.The positive terminology used repeatedly in the book(supplemented with other resources over a couple of months) has personally helped me cultivate a positive outlook.",1.0
"Nice, packing is good",5.0
"One of the best books I have read. Simple yet powerful. Nice examples and clear details make this book worth reading and implementing for a happy, successful life.",5.0
"This book is magic, it has a great analysis about how our reality is created by our subconscious. It surely is changing life all over the world.",3.0
A must-read book for everyone. Paper quality is good and happy to have purchased from here!,5.0
Best book,5.0
Nice,4.0
Good book,5.0
Liked it,5.0
Superb book yar....You should buy it...m sure you will not regret after buying... value for money... There's more thing out to learn...and Its all about the power of your subconscious mind...how you can use it effectively..Just love this book by Dr. Joseph Murphy..thnx amazon for such a nice packing and hassle free fast delivery.,5.0
Page quality is good.One should must give a chance to this book will alllow him to know about how his subconscious mind takes ideas from daily routine .And how it should be programmed to its best.,5.0
"The book is really helpful, Various ways and stories are explained how our thoughts can change our lives. Sometimes it's a bit repetitive and slow but overall a must read.",4.0
This is really a dumbfounding book. It contains very rich meaning albeit is a repetitive book but this book changed my life to a great extent. Now am able to understand the reasons of various circumstances in my life better and am able to retrieve myself out of most of them.,1.0
Life changing book . This one is exceptional. Phenomenol kind of writing .  After reading this you will able to make a difference  between your positive and negative mind.  Must read. Go for it.,5.0
"Again...!! This book is about your subconscious mind (the शक्तिमान of our life) and how you can use your subconscious mind to make your life better, healthy and to achieve your dreams from every aspects of your life like health, wealth, living...!!So must read book from my side...!!",5.0
I read the previous reviews and ordered the material. I have read few pages so far in this book and things get interesting on every flip of the page! I would recommend people to read this book.,4.0
"It’s a good book, but some of the principles or activities mentioned there in are, I personally feel, not applicable in the modern times.",1.0
It's a must read book to know about yourself and your subconscious mind. It teaches how to control your emotions and how to become a better version of yourself.,5.0
The book is a worth reading . He constantly repeats a general idea of his which applies to different kinds of life scenarios and gives real life examples of it.,1.0
This book brings a new way of thinking. I am completely agreed with the writer's thought and the way of narrating stories which gives positivity and confidence.,2.0
Worth,5.0
Individual should read and practice the thought process explained by author.Very good book with well illustrative examples,5.0
Thanks for the beautiful message. Will definitely use it. Lot of information in one book.. Will definitely suggest it to others also.,5.0
"You can make use of it, if you practice it. I definitely see a difference in my life. A positive one.",4.0
Just reading 1 st chapter I can say the book is awesome.Slowly slowly as I read next chapters I will explore my potentials and hidden talents.please read this book ❤️❤️❤️,1.0
Book quality paper wise printing wise good and excellent.yet to read the book though received request to share the books once I am done with it .,5.0
This book is helping me to understand the basic mental psychology and one can improve the quality understanding over subconscious mind.,5.0
"One of the best book available in the world, it discloses the truth of everything..... really inspiredShould be read by everyone once.",5.0
"Got this book for my girlfriend birthdayIt’s such a great book, one must read, my girl loved itAnd I’m going to read it as she finishes readingPackaging, quality, it’s a new book.",5.0
Great book!! It can help to shape ypur future. Although so  parts of the book might seem weird but you must try to interpret the book in the way that is suitable to you.,5.0
"Paper material used for printing is very cheap, felt like using used books.",4.0
This book explains the amazing secrets of our subconscious mind.,5.0
Must read and must have book for anyone and everyone juggling to find perspective in life.,5.0
"Everything you always wanted to know about your mind, how it works and how you can use it for your own benefit.",5.0
Good,5.0
Absolutely superb book !! Gives you a complete insight of what our mind os capable of & how you can win over every situation. It's a must read for everyone !!,4.0
A nice book to read if you always  have  the negative  thought about anything  you do and ways to convert  those  into a positive one. Though I am not fully convinced with all the things written there.,1.0
"If u r read this book , then in your life very amazing changes",3.0
Good,5.0
Oh my god. This book is surely a must buy for everyone. It will surely change the mind of the person whose mind is full of negative thoughts. It will surely bring change in a prrson lifestyle I myself have experienced It.,2.0
Really good book. Purchased it for a school project but turned out to be quite an interesting read bby.,4.0
                    The media could not be loaded.                 Book is very interesting to read which says how infinite intelligence plays a role in every aspect of human life,5.0
Good paper quality and print quality,5.0
It is very interesting and lovely Nobel for our life in the sense of value of time....as well as thinking of our minds....,4.0
Must read.,5.0
Fine paper and print quality,4.0
Got the power to change lifeFor all agesFor everyoneA must read in my list of immortal books,5.0
No one forget to leave a comment after reading this book.I feel it is one of the best books to be read by everyone one who wants to understand the power of subconscious mind and its miracles.Thanks Samsung kindle for suggesting this book to me.,4.0
The book talks about the  combination of spiritual and scientific methods for self-help.,1.0
super,5.0
"A bit lengthy, with practical examples, but more than it should (same kind of examples). If this may be a bit shorter with same material, then it’s great",4.0
I recommend thsi to every book lover out there,5.0
You can change your life situations if you read every word of this book carefully.,5.0
"It is amazing book,if you want to become a positive person or you have interest in spirituality then you must go with that book.",5.0
One of the Best Book of All Time...Everyone should read this one time in LifeI suggest you to read this in early age so You will  get some idea How to Think Positive....Book Quality is Good..Everything Is Ok,3.0
The book is awesome and in good condition. Plus it was delivered before time. . Really very fast delivery. Worth my time. . Love it,5.0
Goo,4.0
I like this book because it shows the inner capacity to achieve something in lives. I strongly recommend this book. Very nice.,5.0
Tells truth s about how our mind worksGreat bookhaving practical methods to apply,5.0
Brought from Amazing buy.. Quality is upto the mark. Printing is perfect. Book looks good..will start reading now.But kudos!! The book pages r not of inferior quality pr printing.. They r perfcet exactly tge way they mus hv published,4.0
Awesome mind benfing book no words to express,1.0
im not able to understand behind this problem. I didn't got the product as it shows delivered to me plus i didn't got any call of comformation.,1.0
This book is about our subconscious mind ..... and how to control our mind .... and how to be positive. ... and I love this book  .....,5.0
"I doesn't contains any role or way to handle of mind, emotions. It has only stories..First time I am writing review bec I don't want you waste your money. Not recommended..",5.0
True there's immense power in subconscious mindBeautiful bookScientificEasy to read,5.0
the book that changed my life. it should be read at least once in a lifetime... we should aware that the power of our subconscious mind..may be everybody doesn't believe in it.. but one should need it in  his worst situations...only the god within yourself can change our fortune,5.0
This book takes you to another world!! Helps to improve your concentration and yes I often feel ecstatic!Highly recommend for people who admire psychology.,5.0
It is my first book and I learn a lot of things about how our brain works psychologically and how we can improve ourselves by using infinite inteligence of subconsious mind. Interesting book.,5.0
Book is really osm...it has solution to the every problems.so I suggest must read. It's worth it. You gonna find it useful for sure.,5.0
This book by Joseph murphy is outstanding. It clearly helps in enabling a person how to use his/her mind upto its full potential . Believe me...this book will have a significant effect on your life once you read it,5.0
Yeah...paver anu monuse,5.0
A great read. Gives a good idea of effects of positivity around you. A good buy. Everyone should read this book,4.0
Happy,1.0
Must read this book....It just not telling the tricks but changing lives too.I recommended this book to more than 100 people to read.... They were so happy after reading this book.And me too.... ☺☺,5.0
"Awesome,If you are new in English,You should read it because It have simple language.",4.0
Superb one,5.0
If you read this book I am sure you will fall in love with it. Make subconscious mind your friend and achive want you want in your life.,5.0
Amazing book!,3.0
Useful and nice book👌👌👌👍👍,5.0
One of the best author with the best book to be read with literally making you cover you mind with freedom from hardship,5.0
"I'M still analyzing the concept,i  need some more days to say about this book.",5.0
This is fantastic book.Generally i dont prefer to read books but after reading the sample i have decided to read the book.Every one should read this book.,5.0
For sure a life changing book....  It completely changes our way of thinking....  And  perspective towards life the power of the mind and thinking is explained will a must read book to all go for it without a second thought.....,5.0
good read....author has explained everything in precise manner......one can start doing work on their subconscious mind after readingthis book....and get good results......consistency in a good thought process is a must.........,4.0
"Its Such an amazing experience. The book will let You know more about yourself which we seeing all the way but not thinking about it. We know we are wrong sometimes but don't know how to fix it, well this book will open the closed doors. So we can find happiness, if we really want to be happy, is up to us.",1.0
Like,5.0
If you wish to change your habits then read this one.,5.0
Very good book ..A must read..guyz,5.0
"This is the first time ever I've recieved Books without even Bookmarks...Purchased 8 Books and recieved no Bookmarks, quintessential to Avid readers",4.0
Such a beautiful book the cover I received was alike but my brother good a different cover!A non reader should also read it!,5.0
Everyone must read this book everything explained in this book actually works,5.0
Amazing book and language is very much easy to understand everybody. Buy this book and read one time in your life.,5.0
"Book was in good quality. Only thing, the cover was a bit different. Highly suggest you to buy this. It came up with a free delivery. so go for it.",5.0
After reading it you would realise how powerful human mind is. It can achieve what we believe. Totally recommended.,5.0
Ya had few confusionsLike why don’t punsh evilAnd now I know that god residesWithin oneself and so the resultsCan be confusing and relative..,5.0
"I recommend to all the people who want to improve in any way, mentally or physically or spritually. It is a perfect guide for leading a great life",4.0
"I am a regular Amazon customer and have been satisfied with the products till now. Anyway, I ordered this book (The Power of Your Subconscious Mind) recently and because of the chipped bottom edge, it does not look as fresh as it should. It's not a major problem but I am posting this review because I like my books neat and clean.",1.0
Although there is exajuration in the book.. i felt okey with it... and the language is simple so begineers wont face issue in following up... great book.. and the product was perfect no damage was found..,5.0
Good book,5.0
"I never use to read books and this book created that urge to learn more, read more, grow more and live most all depends on how we think life is🥰🙏",4.0
"The number of anecdotal evidences that the author has provided in support of his propositions are way too many, so the premise of the content could be cut to a third of what's given.",5.0
A must read for those who want to take control of their subconscious mind.,5.0
It is a must read book. You may not agree with some points but most of the points mentioned in the book is worth contemplating.,5.0
"This is one of the best book, complete detailed information on how our mind works. Laws of nature and laws of life how it is...",5.0
The paradigm you need to have in your life is being brought about in this book.,5.0
very satisfied.....delievary on the top of it was very fast and reliable.got the book within no time.would like to recommend this book to all the students wishing to explore the zeniths of their minds!!,5.0
"Good book.But this book has slightly different sentences, maybe it is different from the original.",5.0
It has made me aware of the enormously faculty we have to use our full capacity of our mind to do so many good things to become much better to start living and seeing ourselves capable of accomplishing what ever you set your mind to be or do. I would recommend this book to everyone. I rate this book as excellent to me is an awakening!,4.0
Book has really changed my life. I purchased 2 books one for me and other gifted to my friend. I was sure that he gonna like it and that's what happened.,1.0
Hsjsjsn,5.0
"I always wondered that sub conscious mind could work for me by making changes in me,but that's only a part of it.Subconscious mind can create circumstances and future itself.that is the most striking part for me.think about what you want and that's it",5.0
It is the only book that change the path of my mind ...I never read the powerful book like that .it is a book to reconstruct the human mind,5.0
Amazing book that bringsforth beautiful ways to transform oneself using the power of subconscious mind. The examples discussed in the book are full of inspiration.,4.0
Good quality of paper,5.0
"i hv jst read some of its pages ..it sounds interesting ...book is beautiful in a original gud condition n delivered on time.. amazing experience,☺",5.0
good book,5.0
The book is very interesting.In the book both spiritually and scientifically facts are explained.I liked the book most.,5.0
Must go for this book if you believe in the LOA!,5.0
not original cd for which i have paid soo much money. pirated cd. also the cd cover is xerox print. very unhappy and i feel cheated. pls send original cd,5.0
Packaging for the book could be better. I recieved a book with blunt corners. Little smudges here and there.,4.0
Very good book. Makes reader self confident in resolving even difficult seemed tasks.,1.0
"Waste of time. Nothing great, couple of things are just repeatedly said in different ways and a book with so many pages made out of it.",5.0
Nice paperbackAnd English is easy understanding,5.0
Easy to read... worth the cost....,5.0
"                    The media could not be loaded.                 Amazing book!Good for people who are into scientific, research as well as spirituality.",5.0
All the concepts explained very beautifully bolstering with the real life examples. It gives you a confidence that with some persistence and efforts you can change yourself and hence change the world.,5.0
Good,2.0
"I think, for those who have spiritual mind can understand this book easily...Some special minds can understand this book...",5.0
"goood.. reading when u are depressed in life, it gives u hope and teaches u about life..few people might find boring, things are repeated in many places.. so u will read same thing again and again..",5.0
"This book was actually recommend by my friend when I was passing through a critical stage of my life, I ordered this book and it helped alot.. Like.. it helped me to find the hiddenTreasure in me",5.0
One thing conveyed in 100 ways. repetitive.,5.0
In my perspective it is perfect gift for your friends and your loved once who needs self confidence,4.0
"Couldn't stop visualizing for couple of days, started thinking a lot,over thinkers please avoid this book",1.0
This book will change the way you look at yourself and life in general. Absolutely worth the time and money,5.0
Nice purchase,4.0
Love the cover too.... Nice motivating book.,5.0
Indian author book. Actually I was needed foreign authors as there are lots of things mention on that book.,5.0
"After reading the book you will start to gain more knowledge, you have abundance.you must read once.it is a very good book.",5.0
"This book is extremely important for those who found themselves (most of the time) in Chaos, it will help you to understand ur mind. The main purpose of this book (what I think) is to make a positive and optimistic. But many of the time I found this book little bit boring.",5.0
Book contain many incidents in which mind was the almighty.,5.0
Super,5.0
Best,5.0
A huge thanks to Dr.Joseph Murphy for writing such a wonderful book . Really in this book u can find a treasure house within you and all the qualities of ur subsconcious mind.,5.0
Good read...,4.0
Read-only few pages.It requires you to be mentally alert while reading to understand the Author points of views,1.0
"this Book is amazing, after reading this book my mind is totally changed, and the power of thinking is also increased.... After alll this is a very wonderful book",5.0
Very inspirational book. It helps in gaining positive attitude towards one's own behaviour,4.0
"A simple book, u will find it a bit boring,but when u start reading it u will find a positivity in u, completely satisfied",5.0
Must buy,5.0
Thanks Amazon 😊😊 and thanks seller for delivering in good condition 😅🙌.,5.0
There is no better book than this for learning about the power of our subconscious mind.Joseph Murphy makes all so simple.,4.0
Awesome book for self improvement and to understand why certain things happens in our lives!I recommend this book if you really want to understand how to make life better and easier!,5.0
The quality of the book is very bad...the binding of the book as well is so weak that it will start to come out in some days as i read the book..not at all happy with this service.,5.0
Oh my god such a powerful book😂..i love it❤️,5.0
Too good. Must read. Recommend to read and experience the Change in life it will bring. Awesome book. Thank you,5.0
Excellent,4.0
Great book,1.0
Best book read every day ... Also this book is in audio version is available in YouTube go and listen it maybe 6hr time duration ... Good book and it's really work .,5.0
Loved reading the book. Will re read it and take notes to practice its principles in life. Thank you. S,4.0
"One of the best thing that i learned from this book is that you have everything under your control,you just need to have it in your mind.",5.0
Best Book,5.0
Best book I have ever read. I'm sure it will change your life. But papers are yellowish,5.0
It was a recommended book so I purchased it but it's worth reading I loved it 🙂,5.0
After reading this book your life will change very dramatically in a positive direction. Some rules written in this book are priceless. if you want to use you mind at it's full potential you should read this book. Go and reveal infinite intelligence and power within you.,1.0
The author wants to tell something hypothetical about working of subconscious mind. And repeating the same thing again and again. After studying a 20 pages you will definitely eagar to slap the author about his senseless stuff. This is a deadly experience.,4.0
I will keep on coming back to this book again and again throughout my life.First book I ever read completely.,1.0
Superb book .. will change your life,5.0
Looks like used product. Poor quality of paper,4.0
This book reveals how urs thoughts work and how you could have a better control of urself,1.0
This is the book which explain u how to control ur mind and how u can take the best output from mind by controlling ur stupid thoughts. It explain u the every funda to become successful in ur career as well as in life. Finally great👌 delivery service by courier boy👲.,5.0
In the initial phase same thing is repeated again and again but the original thing comes at last 20 pages.... otherwise the book is good,5.0
A dramatic effect on my life and thinking regenerating my idle avenues. There is immense potential given to a man of faith by the Divine,5.0
"Well this is only a product review. The book is much better than expected. Though it has an attractive name, but you will find it more interesting with it's contents.The functions of our subconscious mind are described here, much easier than it is.Packing and delivery was really good. Best service from Amazon.",4.0
This book teaches you the thing everyone should realize.... I love it because it was good to read in free time... And i am very much influenced by it 😊,5.0
Got the book finally in to my hands even if its 2 days late than the expected delivery. Go throw on starting pages it make intrust to read the existing pages.. thank you joseph murthy to write and publish such a book.,5.0
Great book to read if you are interested ij knowing power of subconscious mind. Before reading this book even I was not aware of the real power of our subconscious mind. I will surely recommend this book.,5.0
This books tells us how we can calm our minf and focus and achive whatver we want the one who are trying to approach something must read,4.0
Very good insight,5.0
Just started reading it. The author tells you in the beginning that you need to revisit the content in the book to make it effective for you. Hope so!,5.0
I read this book after the secret. Though the underlying principles are same but to gain another perspective was wonderful.I would recommend this to everyone as a book  which they can hold on to for life.,4.0
Paper quality is bad and print is very light. Almost greyish. It may be a pirated copy.,1.0
This book has given me a strong belief that whatever the mental picture we instill in our mind will come to us as physical experiences.,4.0
Good,5.0
much read this book,5.0
Well everything is fine but haven't studied yet but I went through a quick look it feels useful,5.0
Good,5.0
Amazing. You just realize you have so much power within yourself just by controlling your thoughts,4.0
Very poor quality paper it’s pale yellow colour paper doesn’t seems to be authentic,5.0
Good book. This book helps to aware about our own power (mind) and how can you effectively use the same. Just do read to know how betterly you can think for you're prospects.,5.0
It will blow your mind like anything.You would have wished to come across this gem in your early years of life.,4.0
"Good book, very nice. I just loved it. Thanks to amazon for quick delivery and good packaging. Best book for me.",5.0
"Do You Don't wanna know about these???Then, nothing to tell...😶",4.0
Best book i say. It changes amthe way u think about ur daily life. Motivation level is high,1.0
"Good quality, printing is good. Neatly packed and on time delivery, Recommended.",3.0
"I would recommend this book to everyone, my friends, family etc.,This book gives an insight on how to experience your true life.",5.0
The narratives are lengthy which could have been edited and trimmed. Overall I recommend that this book is a must for one and all.,5.0
The Book came with torn cover and bended sides. But since it's a good book I kept with out complaints.,1.0
this book i must say is amazing and yeah gives you really inspiring stories you could connect yourself to those persons.,5.0
Very very pathetic book... complete waste,5.0
Good product,5.0
This book have all the theories you have to focus on in between get little boring but overall it's a good book,5.0
It is a good book,5.0
It contains deep analytical study and reveals great secrets of subconcious mind and it is helpful in solving many problems of life because it gives scientific explanation to the origin and cure of problems.,4.0
"Go for it, and promote yourself to the next level.",4.0
Must read for everyone. Please read this book it can change your destiny. Highly recommended. A book that must be kept in  your collection.,1.0
The book made me realize about my subconscious mind. I knew it works earlier but i didnt stressed on that fact that it can happen like this. Have tried earlier the energy of my subconscious mind.,5.0
A very good book for every member of a family.  It can change your life if your put d principles to use.,3.0
Very good book it is. If you read it and  implement the way tell in it will help you in your work to better,5.0
Read many time....and liquify it inside your subconscious mind....it contains few logic which repeated many time with different real life stories,5.0
It’s a complete life changing book which teaches you the realisation of your subconscious mind and it’s miracles.. a must read.. atleast once...,5.0
"Life Changing Book !!!It explained how blind faith/superstition works and also how we are responsible for most of our problems in life ! The techniques mentioned in the book is all about affirmation and visualization, but besides these techniques there are many real life advice which are given in the book which helped me a lot changing my thought pattern and I feel things have got better than before.",3.0
Loved it. Bought it for a friend too. Now thinking of buying it for yet another friend. Highly recommend that it be read at least once.,5.0
Every one should purchase and read,5.0
Totally motivationfull book. Very nice shirt stories to tell about how to get sucess. Really awesome,5.0
"I found this book very simple, practical and effective. It is very useful. Strongly recommend to everyone to pick it up.",5.0
I highly recommend this book to everyone. It clears all your negative thoughts and brings out the actual person whom you really are.,4.0
Nice,1.0
Ultimate book for people interested in LOA.,5.0
Book explains it wonderfully with examples that author himself encountered. It changes the way we think and how we can turn our thoughts to positive which will help us and others around us.,4.0
"It's one of the best inspirational books. It energizes and inspires you to achieve your goals successfully. I have already started to apply these methods that are mentioned in this book. I love this book. I bet, If you read it and apply its methods in your life, you will definitely achieve your goals.",4.0
Gives different perspective how fear and illusion effects us more. Habits and power of our subconscious mind are very underrated in our daily life’s. Reading this book realise the insides of how to think and what to do about it.,5.0
                    The media could not be loaded.                 I am not a book alcoholic but i started reading and i am happy that i start with this book. Its very good book it will fill your mind with positive thinking.  And change your life as it says.,3.0
This book has changed my way of think completely. I'm not an avid reader but after reading this book i can say books are better then anything.,5.0
Wow!!!! Got it for 99rs! Seriously nowadays u dnt even get a mac burger for that money.The coverpage of the book is such nice quality and even the font and pages are good....!,5.0
It's a life changing book. Must buyQuality is a amazing. Loved it,5.0
Amazing book with lots of technique to train your mind towards positive vibes.... everyone must read this book...,4.0
The author has made a point that the book is easy to understand. The affirmations are given for almost each and every problems/situations.I’m in love with this book.,5.0
"If you apply this book, you can win and get anything on the planet.",4.0
This is not the original book. The paper quality is very bad and the pages are also not aligned properly. Extremely unhappy with the product.,1.0
It is very good noble,5.0
Too good a quality with awesome pricing as an icing on the cake.,5.0
Printing quality on page is so faint....I recommend to buy it from a book store,5.0
This should have scientific research not bible quotes.,1.0
Too descriptive,2.0
"This is an amazing books, everyone should read this",5.0
"I am simply blown away by this book. Initially I had an audible version, now I have a kindle and paperback too.",2.0
Nice book for improving will power . This book apprised us about  subconscious power of mind with great examples.,4.0
Nice,5.0
Nice product with repeated sentences,5.0
good book .,4.0
worth reading this book,1.0
Overall ok ok. Looks like folded covers.. takes away essence of new book feeling,5.0
                    The media could not be loaded.                 in this book you can find how to use your visualization power of your subconscious mind in real life.,4.0
Great influencers,5.0
Very good book to read. It help to find out possibilities inside your mind and help to find out  answere of all question which is present within you.,3.0
Very good,5.0
Nothing as such,1.0
GOOD BOOK. MUST READ.,5.0
Informative,4.0
Very helpful to read bookThis will get you very positiveDisclose many fundamental of your subconscious mind I am feeling that what is changed after reading this bookPositive mental attitudeReturn of the book is very good knowledge,5.0
One of the best buk i have ever read .. everyone should read this book. A life changing book ..,5.0
"One of must read, and i will read it.",4.0
Worst book......whole book is about just one line...why to waste so many pages ...just one page is enough for this rubbish,1.0
This book is amazing and it is wearth it to buy Schultz books and we can learn good things and motivate our self and it is some times helpful,5.0
"Nicely written. After first 50 pages it is the repetition of text. Well, a nice book. Can be kept for positive advice at times.",4.0
"Fantastic, fabulous and mind blowing. Every person should know this principle and must apply to heal his or her life.",5.0
Okay,4.0
wat if someone gives you techniques through which you can lead ur own life the book is fabulous the technique is really working must buy it,4.0
It's a wonderful book. It's not a story but a learning and the secret to happy and successful life.Thanks to Amazon by delivering it right on time.,5.0
Should read once...,5.0
A book to be read regularly so as to absorb and apply the teachings. More often to be read every now and then,5.0
"Obviously the book is awesome,it enlightens your inner power and fills you with enthusiasm...talking about the paper quality, its really good..worth the price..",4.0
Everyone must read this book.,5.0
One of the best books on improving quality of life.,4.0
"thoughts that we create in our subconscious mind how they are able to transform our life, its all about that. i loved this book, hope u vl enjoy too.",1.0
Good,5.0
"It explains how wishes get fulfilled, how the concept of God helps in it and what exactly needs to be done. The main theme of this book is belief and persistence. A tiny bit similar to Rhonda Bryne’s ‘The Secret’",5.0
The Best book about the power of the subconscious mind and how it functions.,5.0
The lessons mainly preached to stay positive and train ur subconscious mind to achieve ur goals ok book overall. hgbjvsweh,5.0
Super brand new 2018 pack. Glossy & glittery. Seems to very motivating as ...read few pages !!! Amazing  huge discounted price !!,5.0
"This book will force to be happy , this will remain one of the best books I have ever read",5.0
It's a amazing book and I really like the way Dr. joseph murphy has explained how our mind works and how we can achive anything with power of our subconscious mind. Book print quality is really good.. thanks to Amazon for speed delivery and excellent cash back offers. 😊,5.0
Best book to read. If you feel even a  little bit of discomfort then this a book for you. Must read,1.0
"Sorry i don't agreed with you idea, Krishna says "" Set your heart upon your work, not it's results"" , this book totally against the thought of Krishna,Please perdon me if i made any mistake to understand the book. And Krishna's though.",5.0
Teaches about law of attraction.,4.0
Delivery was good. It's a good book. Really helpful for day to day life. It's non-fiction.  Helpful to control mind,4.0
Product was received in perfect condition. You read it and apply it in your life. Very helpful in generating a positive mindset.,1.0
Paper Quality is better than expected. Texts are also clear. No complaint according to price range.,5.0
Good book to learn deeply about the human psychology. And things we must be careful that it must not enter our mind i.e. negative thoughts. Should read during holidays. A nice book for self development.,5.0
Comes to know and discovered my power of subconscious mind..,5.0
25 pages of matter discussed in 256 pages,5.0
I just fall in love with this and ofcourse with writer,4.0
Super fast delivery.. Delivered on day two..go for it without second thought..👍👍,5.0
go for it,5.0
It is a very worthy book it's language is so simple and and lucent that makes it the best book .I liked it greatly..,4.0
Life changing journey after reading this,5.0
This is a must read book for self development seeking enthusiasts and make your life to run on the track which you dream,1.0
The book gives a good insight of our mind and guides how to handle  different aspects of life. The book helps to develop confidence and build a better personality.,4.0
Great book.,1.0
"This book helps u to know about the working of our mind and talks about the power of our mind, with the help of our mind what we can achieve, how we can come through the tough time we are facing. Great book by the author read once.",4.0
Like,5.0
Good,1.0
Liking content of book is upto the reader. Here I would just talk about quality of the paper and book and quality is good,5.0
"If one wants to improve their life, their own self - physically mentally socially emotionally and spiritually - it is a very good book full of theories backed by real life experiences and solutions! A must read",5.0
Very nice.and so worthy book in this cost.With Bible events.historical event like that many things included in this epic book.after finish this book you'll get clear vision about how your brain working..how you need to control it and what's use of that.,4.0
It's more or less like the same msg being conveyed like the book Secret. But writing is good .,5.0
Very helpful to those who are feeling low in life.,5.0
"Must read,  especially if one is suffering from any  chronic disease. The book motivates and  propels the mind to challenge internal and external adversities.",5.0
"I have only read the first four chapters of this book. Even before the completion of this book, it is giving me desirable results and knowledge. I can confidently say thatthis book is a must read for people who want to know about their subconscious mind and how to use it.",5.0
Book is in detail,4.0
Book is very nice. It gives detailed understanding of your mind. And it is really helpful.,1.0
Quality is not too good,5.0
Book is good but somewhere it's mundane.  It keeps repeating same mssg throughout the book but it's made on real concepts. One benefit I see from reading this book is I kept up with my positive thoughts through anxiety and fear also.,4.0
"It is practical and deployable worth reading , it should be followed by actions and ideas be implemented , worth reading",5.0
I love to know to Secret law of earth and how it worksIts true And a real genuine concept,4.0
The Page quality is very Poor. Not up to the Mark. You Won't get the Good feel While reading this book due to low Page Quality.😕,4.0
Packing was awesome similar to other amazon packing but bill was not included. Condition of the cover page was not that much gud but overall its fine. Amazing book.,2.0
This is a must read for all. But it will take time to follow these principles as any transformation doesn't happen overnight. It is a bit long but worth reading.,5.0
Good,5.0
This book is gem because from the very beginning this started pumping positive vibes and positive thoughts across my mind. By reading this book I am now able to control situations in am effective way and my life is totally changed. Must read book for all,5.0
To know how to stay positive or happy then go for it.,5.0
Loved  the book ...... Happy about the quality as well.....,4.0
Apart from first few chapters cdn’t find the whole book helping. U wd realise it sucks. Just keep positive thinking in every situation and hey u have finished what u can learn from this book. ✌️,1.0
"By this Book author want to express that just shift your needs which is not in your strength into your subconscious mind, u will definitely achieve that.It improves your thinking personality.",4.0
Good,5.0
"I like everything about this book...all the things like condition,pages ,contents, packing is very very good",1.0
"Perfect ! Go for it! 1 less star for packaging,  it could be better!Other wise its perfect!",5.0
Really good to introspect self and improve upon.example were simple and realistic.,4.0
Good one.,5.0
Wonderful Book.,5.0
